examin_year,ctpr_nm,signgu_nm,emd_nm,tot_sum_ruse,tot_sum_incnr,tot_sum_bryng,tot_sum_etc,pblc_prces_ruse,pblc_prces_incnr,pblc_prces_bryng,pblc_prces_etc,self_prces_ruse,self_prces_incnr,self_prces_bryng,self_prces_etc,cnsgn_prces_ruse,cnsgn_prces_incnr,cnsgn_prces_bryng,cnsgn_prces_etc,tot_sum
"2019",강원,속초시,영랑동,"0","168.7110263","0","0","0","168.7110263","0","0","0","0","0","0","0","0","0","0","168.7110263"
"2019",강원,속초시,동명동,"0","143.1809845","0","0","0","143.1809845","0","0","0","0","0","0","0","0","0","0","143.1809845"
"2019",강원,속초시,금호동,"0","227.2882889","0","0","0","227.2882889","0","0","0","0","0","0","0","0","0","0","227.2882889"
"2019",강원,양구군,해안면,"0","0","76.58144439","0","0","0","76.58144439","0","0","0","0","0","0","0","0","0","76.58144439"
"2019",강원,양구군,동면,"0","0","121.1254613","0","0","0","121.1254613","0","0","0","0","0","0","0","0","0","121.1254613"
"2019",강원,양구군,남면,"0","0","192.2245651","0","0","0","192.2245651","0","0","0","0","0","0","0","0","0","192.2245651"
"2019",강원,양구군,방산면,"0","0","77.78070638","0","0","0","77.78070638","0","0","0","0","0","0","0","0","0","77.78070638"
"2019",강원,양구군,양구읍,"0","0","832.2878229","0","0","0","832.2878229","0","0","0","0","0","0","0","0","0","832.2878229"
"2019",강원,양양군,서면,"0","117.95066","0","0","0","117.95066","0","0","0","0","0","0","0","0","0","0","117.95066"
"2019",강원,양양군,손양면,"0","94.82074587","0","0","0","94.82074587","0","0","0","0","0","0","0","0","0","0","94.82074587"
"2019",강원,양양군,현북면,"0","101.4462959","0","0","0","101.4462959","0","0","0","0","0","0","0","0","0","0","101.4462959"
"2019",강원,양양군,강현면,"0","186.6262714","0","0","0","186.6262714","0","0","0","0","0","0","0","0","0","0","186.6262714"
"2019",강원,양양군,현남면,"0","123.2669696","0","0","0","123.2669696","0","0","0","0","0","0","0","0","0","0","123.2669696"
"2019",강원,양양군,양양읍,"0","475.8890572","0","0","0","475.8890572","0","0","0","0","0","0","0","0","0","0","475.8890572"
"2019",강원,영월군,상동읍,"0","35.775839","0","0","0","35.775839","0","0","0","0","0","0","0","0","0","0","35.775839"
"2019",강원,영월군,무릉도원면,"0","64.61489054","0","0","0","64.61489054","0","0","0","0","0","0","0","0","0","0","64.61489054"
"2019",강원,영월군,주천면,"0","123.5133544","0","0","0","123.5133544","0","0","0","0","0","0","0","0","0","0","123.5133544"
"2019",강원,영월군,남면,"0","73.22164535","0","0","0","73.22164535","0","0","0","0","0","0","0","0","0","0","73.22164535"
"2019",강원,영월군,한반도면,"0","41.13900337","0","0","0","41.13900337","0","0","0","0","0","0","0","0","0","0","41.13900337"
"2019",강원,영월군,김삿갓면,"0","57.19638174","0","0","0","57.19638174","0","0","0","0","0","0","0","0","0","0","57.19638174"
"2019",강원,영월군,중동면,"0","47.88310229","0","0","0","47.88310229","0","0","0","0","0","0","0","0","0","0","47.88310229"
"2019",강원,영월군,영월읍,"0","686.7740727","0","0","0","686.7740727","0","0","0","0","0","0","0","0","0","0","686.7740727"
"2019",강원,영월군,북면,"0","69.88171065","0","0","0","69.88171065","0","0","0","0","0","0","0","0","0","0","69.88171065"
"2019",강원,원주시,일산동,"116.9050585","0","0","0","116.9050585","0","0","0","0","0","0","0","0","0","0","0","116.9050585"
"2019",강원,원주시,단구동,"575.4890254","0","0","0","575.4890254","0","0","0","0","0","0","0","0","0","0","0","575.4890254"
"2019",강원,원주시,원인동,"71.5919992","0","0","0","71.5919992","0","0","0","0","0","0","0","0","0","0","0","71.5919992"
"2019",강원,원주시,태장2동,"332.5240897","0","0","0","332.5240897","0","0","0","0","0","0","0","0","0","0","0","332.5240897"
"2019",강원,원주시,반곡관설동,"570.812823","0","0","0","570.812823","0","0","0","0","0","0","0","0","0","0","0","570.812823"
"2019",강원,원주시,개운동,"174.4947955","0","0","0","174.4947955","0","0","0","0","0","0","0","0","0","0","0","174.4947955"
"2019",강원,원주시,소초면,"117.4187821","0","0","0","117.4187821","0","0","0","0","0","0","0","0","0","0","0","117.4187821"
"2019",강원,원주시,명륜2동,"212.6420686","0","0","0","212.6420686","0","0","0","0","0","0","0","0","0","0","0","212.6420686"
"2019",강원,원주시,지정면,"261.3140902","0","0","0","261.3140902","0","0","0","0","0","0","0","0","0","0","0","261.3140902"
"2019",강원,원주시,봉산동,"112.7030626","0","0","0","112.7030626","0","0","0","0","0","0","0","0","0","0","0","112.7030626"
"2019",강원,원주시,문막읍,"240.4490071","0","0","0","240.4490071","0","0","0","0","0","0","0","0","0","0","0","240.4490071"
"2019",강원,원주시,행구동,"100.1365921","0","0","0","100.1365921","0","0","0","0","0","0","0","0","0","0","0","100.1365921"
"2019",강원,원주시,호저면,"50.33174405","0","0","0","50.33174405","0","0","0","0","0","0","0","0","0","0","0","50.33174405"
"2019",강원,원주시,학성동,"67.4558653","0","0","0","67.4558653","0","0","0","0","0","0","0","0","0","0","0","67.4558653"
"2019",강원,원주시,판부면,"96.83031943","0","0","0","96.83031943","0","0","0","0","0","0","0","0","0","0","0","96.83031943"
"2019",강원,원주시,태장1동,"130.0115974","0","0","0","130.0115974","0","0","0","0","0","0","0","0","0","0","0","130.0115974"
"2019",강원,원주시,무실동,"442.0921209","0","0","0","442.0921209","0","0","0","0","0","0","0","0","0","0","0","442.0921209"
"2019",강원,원주시,귀래면,"29.07148891","0","0","0","29.07148891","0","0","0","0","0","0","0","0","0","0","0","29.07148891"
"2019",강원,원주시,흥업면,"118.5120914","0","0","0","118.5120914","0","0","0","0","0","0","0","0","0","0","0","118.5120914"
"2019",강원,원주시,부론면,"30.15162579","0","0","0","30.15162579","0","0","0","0","0","0","0","0","0","0","0","30.15162579"
"2019",강원,원주시,우산동,"183.8472001","0","0","0","183.8472001","0","0","0","0","0","0","0","0","0","0","0","183.8472001"
"2019",강원,원주시,명륜1동,"118.630643","0","0","0","118.630643","0","0","0","0","0","0","0","0","0","0","0","118.630643"
"2019",강원,원주시,신림면,"48.2505047","0","0","0","48.2505047","0","0","0","0","0","0","0","0","0","0","0","48.2505047"
"2019",강원,원주시,중앙동,"37.89699755","0","0","0","37.89699755","0","0","0","0","0","0","0","0","0","0","0","37.89699755"
"2019",강원,원주시,단계동,"360.4364074","0","0","0","360.4364074","0","0","0","0","0","0","0","0","0","0","0","360.4364074"
"2019",강원,인제군,남면,"0","0","480.6161746","0","0","0","480.6161746","0","0","0","0","0","0","0","0","0","480.6161746"
"2019",강원,인제군,기린면,"0","0","588.7548139","0","0","0","588.7548139","0","0","0","0","0","0","0","0","0","588.7548139"
"2019",강원,인제군,상남면,"0","0","177.9204108","0","0","0","177.9204108","0","0","0","0","0","0","0","0","0","177.9204108"
"2019",강원,인제군,인제읍,"0","0","1041.412067","0","0","0","1041.412067","0","0","0","0","0","0","0","0","0","1041.412067"
"2019",강원,인제군,서화면,"0","0","329.0372272","0","0","0","329.0372272","0","0","0","0","0","0","0","0","0","329.0372272"
"2019",강원,인제군,북면,"0","0","982.2593068","0","0","0","982.2593068","0","0","0","0","0","0","0","0","0","982.2593068"
"2019",강원,정선군,여량면,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,정선군,사북읍,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,정선군,임계면,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,정선군,남면,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,정선군,북평면,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,정선군,신동읍,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,정선군,고한읍,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,정선군,화암면,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,정선군,정선읍,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,철원군,근남면,"0","48.75305741","59.58707016","0","0","48.75305741","59.58707016","0","0","0","0","0","0","0","0","0","108.34012757"
"2019",강원,철원군,근북면,"0","2.395568558","2.927917126","0","0","2.395568558","2.927917126","0","0","0","0","0","0","0","0","0","5.323485684"
"2019",강원,철원군,철원읍,"0","118.7856698","145.1824853","0","0","118.7856698","145.1824853","0","0","0","0","0","0","0","0","0","263.9681551"
"2019",강원,철원군,동송읍,"0","340.1707352","415.7642319","0","0","340.1707352","415.7642319","0","0","0","0","0","0","0","0","0","755.9349671"
"2019",강원,철원군,서면,"0","44.02666539","53.81036881","0","0","44.02666539","53.81036881","0","0","0","0","0","0","0","0","0","97.83703420"
"2019",강원,철원군,김화읍,"0","80.8666251","98.83698624","0","0","80.8666251","98.83698624","0","0","0","0","0","0","0","0","0","179.70361134"
"2019",강원,철원군,갈말읍,"0","265.0016786","323.8909405","0","0","265.0016786","323.8909405","0","0","0","0","0","0","0","0","0","588.8926191"
"2019",강원,춘천시,신사우동,"0","891.5436328","0","0","0","891.5436328","0","0","0","0","0","0","0","0","0","0","891.5436328"
"2019",강원,춘천시,후평3동,"0","927.1949689","0","0","0","927.1949689","0","0","0","0","0","0","0","0","0","0","927.1949689"
"2019",강원,춘천시,후평2동,"0","665.4482369","0","0","0","665.4482369","0","0","0","0","0","0","0","0","0","0","665.4482369"
"2019",강원,춘천시,동면,"0","856.9332115","0","0","0","856.9332115","0","0","0","0","0","0","0","0","0","0","856.9332115"
"2019",강원,춘천시,석사동,"0","1583.405086","0","0","0","1583.405086","0","0","0","0","0","0","0","0","0","0","1583.405086"
"2019",강원,춘천시,남산면,"0","154.836095","0","0","0","154.836095","0","0","0","0","0","0","0","0","0","0","154.836095"
"2019",강원,춘천시,북산면,"0","42.07031153","0","0","0","42.07031153","0","0","0","0","0","0","0","0","0","0","42.07031153"
"2019",강원,춘천시,효자1동,"0","205.7108119","0","0","0","205.7108119","0","0","0","0","0","0","0","0","0","0","205.7108119"
"2019",강원,춘천시,근화동,"0","392.2080692","0","0","0","392.2080692","0","0","0","0","0","0","0","0","0","0","392.2080692"
"2019",강원,춘천시,효자2동,"0","520.9779197","0","0","0","520.9779197","0","0","0","0","0","0","0","0","0","0","520.9779197"
"2019",강원,춘천시,약사명동,"0","104.9155501","0","0","0","104.9155501","0","0","0","0","0","0","0","0","0","0","104.9155501"
"2019",강원,춘천시,후평1동,"0","523.0163781","0","0","0","523.0163781","0","0","0","0","0","0","0","0","0","0","523.0163781"
"2019",강원,춘천시,동내면,"0","762.9906396","0","0","0","762.9906396","0","0","0","0","0","0","0","0","0","0","762.9906396"
"2019",강원,춘천시,신동면,"0","112.2886975","0","0","0","112.2886975","0","0","0","0","0","0","0","0","0","0","112.2886975"
"2019",강원,춘천시,동산면,"0","65.49089733","0","0","0","65.49089733","0","0","0","0","0","0","0","0","0","0","65.49089733"
"2019",강원,춘천시,퇴계동,"0","2034.728448","0","0","0","2034.728448","0","0","0","0","0","0","0","0","0","0","2034.728448"
"2019",강원,춘천시,사북면,"0","111.76824","0","0","0","111.76824","0","0","0","0","0","0","0","0","0","0","111.76824"
"2019",강원,춘천시,남면,"0","47.92545798","0","0","0","47.92545798","0","0","0","0","0","0","0","0","0","0","47.92545798"
"2019",강원,춘천시,교동,"0","159.9105553","0","0","0","159.9105553","0","0","0","0","0","0","0","0","0","0","159.9105553"
"2019",강원,춘천시,강남동,"0","745.6420575","0","0","0","745.6420575","0","0","0","0","0","0","0","0","0","0","745.6420575"
"2019",강원,춘천시,서면,"0","170.840162","0","0","0","170.840162","0","0","0","0","0","0","0","0","0","0","170.840162"
"2019",강원,춘천시,효자3동,"0","204.4530397","0","0","0","204.4530397","0","0","0","0","0","0","0","0","0","0","204.4530397"
"2019",강원,춘천시,신북읍,"0","343.0682105","0","0","0","343.0682105","0","0","0","0","0","0","0","0","0","0","343.0682105"
"2019",강원,춘천시,조운동,"0","130.157737","0","0","0","130.157737","0","0","0","0","0","0","0","0","0","0","130.157737"
"2019",강원,춘천시,소양동,"0","442.4755858","0","0","0","442.4755858","0","0","0","0","0","0","0","0","0","0","442.4755858"
"2019",강원,태백시,황지동,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,태백시,철암동,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,태백시,삼수동,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,태백시,장성동,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,태백시,문곡소도동,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,태백시,구문소동,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,태백시,황연동,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,태백시,상장동,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019",강원,평창군,방림면,"0","6.224835116","2.074945039","0","0","6.224835116","2.074945039","0","0","0","0","0","0","0","0","0","8.299780155"
"2019",강원,평창군,용평면,"0","23.21715288","7.73905096","0","0","23.21715288","7.73905096","0","0","0","0","0","0","0","0","0","30.95620384"
"2019",강원,평창군,봉평면,"0","42.90689919","14.30229973","0","0","42.90689919","14.30229973","0","0","0","0","0","0","0","0","0","57.20919892"
"2019",강원,평창군,미탄면,"0","12.63493318","4.211644394","0","0","12.63493318","4.211644394","0","0","0","0","0","0","0","0","0","16.846577574"
"2019",강원,평창군,진부면,"0","66.60573574","22.20191191","0","0","66.60573574","22.20191191","0","0","0","0","0","0","0","0","0","88.80764765"
"2019",강원,평창군,대관령면,"0","44.49275004","14.83091668","0","0","44.49275004","14.83091668","0","0","0","0","0","0","0","0","0","59.32366672"
"2019",강원,평창군,평창읍,"0","63.98982289","21.32994096","0","0","63.98982289","21.32994096","0","0","0","0","0","0","0","0","0","85.31976385"
"2019",강원,평창군,대화면,"0","39.92787096","13.30929032","0","0","39.92787096","13.30929032","0","0","0","0","0","0","0","0","0","53.23716128"
"2019",강원,홍천군,내촌면,"316.5119306","48.164859","0","0","61.92624729","48.164859","0","0","0","0","0","0","254.5856833","0","0","0","364.6767896"
"2019",강원,홍천군,화촌면,"611.8698482","93.11062907","0","0","119.7136659","93.11062907","0","0","0","0","0","0","492.1561822","0","0","0","704.98047727"
"2019",강원,홍천군,남면,"799.7281273","121.6977585","0","0","156.4685466","121.6977585","0","0","0","0","0","0","643.2595806","0","0","0","921.4258858"
"2019",강원,홍천군,동면,"520.6015907","79.2219812","0","0","101.856833","79.2219812","0","0","0","0","0","0","418.7447578","0","0","0","599.8235719"
"2019",강원,홍천군,내면,"430.9298626","65.57628344","0","0","84.31236443","65.57628344","0","0","0","0","0","0","346.6174982","0","0","0","496.50614604"
"2019",강원,홍천군,서면,"511.2885033","77.80477223","0","0","100.0347072","77.80477223","0","0","0","0","0","0","411.2537961","0","0","0","589.09327553"
"2019",강원,홍천군,서석면,"506.3658713","77.05567607","0","0","99.07158351","77.05567607","0","0","0","0","0","0","407.2942878","0","0","0","583.42154737"
"2019",강원,홍천군,홍천읍,"4662.131598","709.4548084","0","0","912.1561822","709.4548084","0","0","0","0","0","0","3749.975416","0","0","0","5371.5864064"
"2019",강원,홍천군,두촌면,"317.9754158","48.38756327","0","0","62.21258134","48.38756327","0","0","0","0","0","0","255.7628344","0","0","0","366.36297907"
"2019",강원,홍천군,북방면,"522.5972523","79.52566884","0","0","102.2472885","79.52566884","0","0","0","0","0","0","420.3499638","0","0","0","602.12292114"
"2019",강원,화천군,사내면,"0","129.7106393","933.9166031","0","0","129.7106393","933.9166031","0","0","0","0","0","0","0","0","0","1063.6272424"
"2019",강원,화천군,하남면,"0","58.13300157","418.5576113","0","0","58.13300157","418.5576113","0","0","0","0","0","0","0","0","0","476.69061287"
"2019",강원,화천군,화천읍,"0","171.0278123","1231.400249","0","0","171.0278123","1231.400249","0","0","0","0","0","0","0","0","0","1402.4280613"
"2019",강원,화천군,상서면,"0","85.70453907","617.0726813","0","0","85.70453907","617.0726813","0","0","0","0","0","0","0","0","0","702.77722037"
"2019",강원,화천군,간동면,"0","55.42400771","399.0528555","0","0","55.42400771","399.0528555","0","0","0","0","0","0","0","0","0","454.47686321"
"2019",강원,횡성군,횡성읍,"0","450.4133119","0","0","0","450.4133119","0","0","0","0","0","0","0","0","0","0","450.4133119"
"2019",강원,횡성군,갑천면,"0","51.14331723","0","0","0","51.14331723","0","0","0","0","0","0","0","0","0","0","51.14331723"
"2019",강원,횡성군,안흥면,"0","66.08695652","0","0","0","66.08695652","0","0","0","0","0","0","0","0","0","0","66.08695652"
"2019",강원,횡성군,강림면,"0","37.44498121","0","0","0","37.44498121","0","0","0","0","0","0","0","0","0","0","37.44498121"
"2019",강원,횡성군,공근면,"0","75.25496511","0","0","0","75.25496511","0","0","0","0","0","0","0","0","0","0","75.25496511"
"2019",강원,횡성군,둔내면,"0","126.1406334","0","0","0","126.1406334","0","0","0","0","0","0","0","0","0","0","126.1406334"
"2019",강원,횡성군,우천면,"0","96.10305958","0","0","0","96.10305958","0","0","0","0","0","0","0","0","0","0","96.10305958"
"2019",강원,횡성군,서원면,"0","45.75415996","0","0","0","45.75415996","0","0","0","0","0","0","0","0","0","0","45.75415996"
"2019",강원,횡성군,청일면,"0","51.65861514","0","0","0","51.65861514","0","0","0","0","0","0","0","0","0","0","51.65861514"
"2019",경기,가평군,청평면,"385.7037571","0","0","0","0","0","0","0","0","0","0","0","385.7037571","0","0","0","385.7037571"
"2019",경기,가평군,북면,"108.2127694","0","0","0","0","0","0","0","0","0","0","0","108.2127694","0","0","0","108.2127694"
"2019",경기,가평군,조종면,"264.6895778","0","0","0","0","0","0","0","0","0","0","0","264.6895778","0","0","0","264.6895778"
"2019",경기,가평군,상면,"149.9399183","0","0","0","0","0","0","0","0","0","0","0","149.9399183","0","0","0","149.9399183"
"2019",경기,가평군,가평읍,"534.717616","0","0","0","0","0","0","0","0","0","0","0","534.717616","0","0","0","534.717616"
"2019",경기,가평군,설악면,"256.7363615","0","0","0","0","0","0","0","0","0","0","0","256.7363615","0","0","0","256.7363615"
"2019",경기,고양시 덕양구,행주동,"11.22519696","275.0173254","258.17953","0","0","275.0173254","0","0","0","0","0","0","11.22519696","0","258.17953","0","544.42205236"
"2019",경기,고양시 덕양구,효자동,"2.836401898","69.49184649","65.23724365","0","0","69.49184649","0","0","0","0","0","0","2.836401898","0","65.23724365","0","137.565492038"
"2019",경기,고양시 일산동구,마두2동,"9.390904121","230.077151","215.9907948","0","0","230.077151","0","0","0","0","0","0","9.390904121","0","215.9907948","0","455.458849921"
"2019",경기,고양시 덕양구,화정1동,"21.76562877","533.2579048","500.6094616","0","0","533.2579048","0","0","0","0","0","0","21.76562877","0","500.6094616","0","1055.63299517"
